"g_id","uid","вид.туризма","регион","название.объекта","источник.данных","POINT_X","POINT_Y","классификация.по.упоминаемости.в.соц.сетях","классификация.по.кол.ву.комментариев.в.соц.сетях","классификация.по.кол.ву.фотографий.рядом.с.точками.притяжения","классификация.по.исходным.данным","общая.классификация","индекс","финальный.уровень.обьекта","финальная.значимость","регион.входа","точка.входа","расстояние.до.ближайшей.точки.входа","попадание.в.зону.2х.часовой.доступности.авто","попадание.в.зону.2х.часовой.доступности.жд","обеспеченность.ТП.мобильной.связью","обеспеченность.ТП.мобильным.интернетом"
"80043","79106","Культурный","Омская область","Братская могила партизан, погибших в боях с белогвардейцами и умерших от ран в ноябре 1919 г.","Основная","71.322011","55.565483","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","","0","0","1","1"
"80045","79108","Культурный","Омская область","Жилой дом (деревянный) дом XVIII века","Основная","75.245628","56.376899","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","194437","0","0","1","1"
"80046","79109","Культурный","Омская область","Обелиск воинам-землякам, погибшим в годы Великой Отечественной войны 1941 - 1945 гг.","Основная","73.822113","57.129958","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","240012","0","0","1","1"
"80054","79117","Культурный","Омская область","Могила партизан, погибших в 1918 году в боях с белогвардейцами","Основная","70.829717","55.768066","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","","0","0","1","1"
"80082","79145","Культурный","Омская область","Обелиск участникам Куломзинского восстания, погибшим в годы гражданской войны","Основная","73.223996","54.892048","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","14239","1","0","1","1"
"80091","79154","Культурный","Омская область","Мемориал воинам, погибшим в годы Великой Отечественной войны 1941-1945 гг.","Основная","73.461727","54.851531","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","16472","1","0","1","1"
"80148","79211","Культурный","Омская область","Школа Церковно-приходская","Основная","72.192093","55.871996","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","123285","0","0","1","1"
"80152","79215","Культурный","Омская область","Могила Иванова Григория Федоровича - Героя Социалистического труда (1910-1979)","Основная","71.459139","54.894906","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","122792","1","0","1","1"
"80160","79223","Культурный","Омская область","Памятник Герою Советского Союза Сергею Понамаренко","Основная","72.652165","54.801384","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","50482","1","0","1","1"
"80172","79235","Культурный","Омская область","Петропавловский винокуренный завод","Основная","75.300461","56.40785","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","199241","0","0","1","1"
"80184","79247","Культурный","Омская область","Могила первого председателя Черлакского Совета казачьих депутатов Мельникова Афанасия Егоровича","Основная","74.804456","54.155114","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","131339","0","0","1","1"
"80193","79256","Культурный","Омская область","Памятник В.И. Ленину","Основная","73.351036","55.104574","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","12875","1","0","1","1"
"80212","79275","Культурный","Омская область","Обелиск землякам, учителям и ученикам средней школы, погибшим в годы Великой Отечественной войны 1941 - 1945 гг.","Основная","72.629096","56.94845","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","","0","0","1","1"
"80214","79277","Культурный","Омская область","Могила партизан М.В. Голубева и А.М. Сальникова, погибших в 1919 г.","Основная","72.090987","56.085475","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","146266","0","0","1","1"
"80227","79290","Культурный","Омская область","Могила Петра Федоровича Гребенникова -  Героя Социалистического труда","Основная","71.761081","54.367656","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","124640","0","0","1","1"
"80235","79298","Культурный","Омская область","Такмыкская слобода - одно из первых поселений, основанное в 1682 г.","Основная","74.678225","56.246005","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","162436","0","0","1","1"
"80242","79305","Культурный","Омская область","Памятник К. Лигети","Основная","73.368212","54.989342","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","0","1","0","1","1"
"80247","79310","Культурный","Омская область","Памятник В.И. Ленину","Основная","73.374725","55.012615","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","2624","1","0","1","1"
"80256","79319","Культурный","Омская область","Место расположения палаток первых комсомольцев, прибывших на строительство Омского нефтекомбината в 1956 г.","Основная","73.266262","55.038449","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","8510","1","0","1","1"
"80264","79327","Культурный","Омская область","Бюст В.В. Куйбышеву","Основная","73.44129","54.989182","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","4678","1","1","1","1"
"80300","79363","Культурный","Омская область","Могила Б.С. Вейсброда","Основная","73.470072","54.987368","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","6524","1","0","1","1"
"80308","79371","Культурный","Омская область","Участок Сибирского тракта. По этому тракту проезжал А.Н. Радищев, провозили Н.Г. Чернышевского, декабристов и других революционеров к месту ссылки","Основная","72.532896","56.965986","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","","0","0","1","1"
"80315","79378","Культурный","Омская область","Могила Героя Социалистического Труда М.Д. Сергеева","Основная","72.378574","56.855398","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","","0","0","1","1"
"80316","79379","Культурный","Омская область","Памятник активисту Семену Павловичу Осипову, зарубленному колчаковцами в 1919 году","Основная","75.915268","56.591996","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","","0","0","0","0"
"80334","79397","Культурный","Омская область","Обелиск односельчанам, участникам гражданской войны","Основная","74.657914","56.527579","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","189431","0","0","1","1"
"80337","79400","Культурный","Омская область","Братская могила борцов за Советскую власть","Основная","72.826986","55.033063","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","34966","1","0","1","1"
"80385","79448","Культурный","Омская область","Памятник В.И. Ленину","Основная","71.761081","54.367656","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","124640","0","0","1","1"
"80401","79464","Культурный","Омская область","Мельничный редут, памятник военно-оборонительного искусства XVIII века","Основная","73.039447","55.023687","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","21380","1","1","1","1"
"80405","79468","Культурный","Омская область","Место остановки отряда Ермака в 1584 г.","Основная","70.838915","57.729889","0","0","0","1","0.4","0.4","Региональные","Региональные","Тюменская область","Тобольск","161773","0","0","0","0"
"80412","79475","Культурный","Омская область","Памятник землякам, погибшим в годы Великой Отечественной войны","Основная","73.67434","54.710027","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","36789","1","0","1","1"
"80417","79480","Культурный","Омская область","Обелиск на месте формирования 308-й дивизии, которая прошла боевой путь от Сталинграда до Берлина, получила звание Гвардейской, награждена 4-мя орденами","Основная","73.344613","54.881417","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","12109","1","0","1","1"
"85845","84908","Культурный","Омская область","Могила партизана Николая Федоровича Серегина, замученного колчакавцами","Основная","74.803935","56.373325","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","178595","0","0","1","1"
"331303","727","Паломничество","Омская область","Бывшее здание Шкроевской церкви","Основная","73.39623","54.991568","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1810","1","0","1","1"
"332024","1448","Паломничество","Омская область","Синагога","Основная","73.388514","54.981469","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1568","1","0","1","1"
"332241","1665","Паломничество","Омская область","Покровская церковь","Основная","74.60956089","55.07784151","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","79981","1","0","1","1"
"332353","1777","Паломничество","Омская область","Церковь Николаевская","Основная","71.9407008","55.44270692","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","103935","0","0","1","1"
"333354","2778","Паломничество","Омская область","Бывшая Скорбященская церковь на территории военного госпиталя","Основная","73.37861853","54.99206682","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","732","1","0","1","1"
"333376","2800","Паломничество","Омская область","Старый корпус 1916 года бывшая Скорбященская церковь на территории военного госпиталя","Основная","73.3768692","54.99344104","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","718","1","0","1","1"
"334486","3910","Паломничество","Омская область","Здание бывшей церкви Казанского женского монастыря","Основная","73.354531","54.905638","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","9359","1","0","1","1"
"334713","4137","Паломничество","Омская область","Цейхгауз артиллерийский с церковью Преображения","Основная","73.36197876","54.98577839","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","563","1","0","1","1"
"335756","5180","Паломничество","Омская область","Бывшая церковь во имя Св. Николая","Основная","73.395341","55.004231","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","2400","1","0","1","1"
"340473","9897","Паломничество","Омская область","Деревянная церковь","Основная","74.167946","57.559264","0","0","0","1","0.4","0.4","Региональные","Региональные","Тюменская область","Тобольск","","0","0","0","0"
"340668","10092","Паломничество","Омская область","Покровская церковь","Основная","75.557002","56.341129","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","204000","0","0","1","1"
"340960","10384","Паломничество","Омская область","Деревянная мечеть начала ХIХ века","Основная","75.390131","56.356363","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","198347","0","0","1","1"
"340966","10390","Паломничество","Омская область","Школа Церковно-приходская","Основная","72.192093","55.871996","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","123285","0","0","1","1"
"341321","10745","Паломничество","Омская область","Церковь (деревянная)","Основная","72.663178","57.601949","0","0","0","1","0.4","0.4","Региональные","Региональные","Тюменская область","Тобольск","","0","0","0","0"
"341428","10852","Паломничество","Омская область","Церковь Троицкая","Основная","72.827597","57.669521","0","0","0","1","0.4","0.4","Региональные","Региональные","Тюменская область","Тобольск","","0","0","0","0"
"341429","10853","Паломничество","Омская область","Церковь (деревянная)","Основная","72.871686","57.639419","0","0","0","1","0.4","0.4","Региональные","Региональные","Тюменская область","Тобольск","","0","0","0","0"
"500811","812","Рыболовный","Омская область","Рыболовная База","Основная","71.632653","56.04971","0","0","0","1","0.4","0.4","Региональные","Региональные","Тюменская область","Ишим","134220","0","0","1","1"
"500923","924","Рыболовный","Омская область","Платный водоем","Основная","73.94112","55.017063","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","36789","1","0","1","1"
"1003214","1003214","Культурный","Омская область","U Pushkina","Яндекс","73.360565","54.992173","0","2","0","0","0.4","0.4","Региональные","Местные","Омская область","Омск","582","1","0","1","1"
"1003281","1003281","Культурный","Омская область","MP goroda Omska Park Kultury i Otdykha imeni 30-letiya VLKSM Obosoblennoe podrazdelenie Park Sovetskiy","Яндекс","73.283881","55.024818","0","2","0","0","0.4","0.4","Региональные","Местные","Омская область","Омск","6687","1","0","1","1"
"1003619","1003619","Культурный","Омская область","У Любочки","Яндекс","73.374632","54.985964","0","2","0","0","0.4","0.4","Региональные","Местные","Омская область","Омск","557","1","0","1","1"
"1003670","1003670","Культурный","Омская область","Piratsky ostrov","Яндекс","73.352779","54.941053","0","2","0","0","0.4","0.4","Региональные","Местные","Омская область","Омск","5466","1","0","1","1"
"1004018","1004018","Культурный","Омская область","Arlekin","Яндекс","73.387508","54.957459","0","2","0","0","0.4","0.4","Региональные","Региональные","Омская область","Омск","3758","1","1","1","1"
"1004080","1004080","Культурный","Омская область","Ракета космос-3м","Яндекс","73.446254","54.96916","0","2","0","0","0.4","0.4","Региональные","Местные","Омская область","Омск","5479","1","1","1","1"
"1004331","1004331","Культурный","Омская область","Cathedral of the Assumption of the Blessed Virgin Mary","Яндекс","73.366838","54.990158","0","2","0","0","0.4","0.4","Региональные","Региональные","Омская область","Омск","126","1","0","1","1"
"1004354","1004354","Культурный","Омская область","Сад Сибирь","Яндекс","73.420502","55.01606","0","2","0","0","0.4","0.4","Региональные","Местные","Омская область","Омск","4477","1","0","1","1"
"1004408","1004408","Культурный","Омская область","Театр юного зрителя","Яндекс","73.379629","54.979062","0","2","0","0","0.4","0.4","Региональные","Региональные","Омская область","Омск","1358","1","0","1","1"
"1004421","1004421","Культурный","Омская область","Hockey Academy Avangard","Яндекс","73.305535","55.018891","0","2","0","0","0.4","0.4","Региональные","Региональные","Омская область","Омск","5187","1","0","1","1"
"1004484","1004484","Культурный","Омская область","Omsky oblastnoy muzey izobrazitelnykh iskusstv imeni M. A. Vrubelya","Яндекс","73.372606","54.988319","0","2","0","0","0.4","0.4","Макрорегиональные","Региональные","Омская область","Омск","303","1","0","1","1"
"1005042","1005042","Культурный","Омская область","Восточная роща","Яндекс","73.467399","54.955826","0","2","0","0","0.4","0.4","Региональные","Местные","Омская область","Омск","7367","1","0","1","1"
"1015876","1015876","Экотуризм","Омская область","MP goroda Omska Park Kultury i Otdykha imeni 30-letiya VLKSM Obosoblennoe podrazdelenie Park Sovetskiy","Яндекс","73.283881","55.024818","0","2","0","0","0.4","0.4","Региональные","Местные","Омская область","Омск","6687","1","0","1","1"
"1016255","1016255","Экотуризм","Омская область","Восточная роща","Яндекс","73.467399","54.955826","0","2","0","0","0.4","0.4","Региональные","Местные","Омская область","Омск","7367","1","0","1","1"
"1018303","1018303","Лечебно-оздоровительный","Омская область","Baza otdykha Politotdel","Яндекс","73.164707","55.208008","0","2","0","0","0.4","0.4","Региональные","Местные","Омская область","Омск","27593","1","0","1","1"
"1018500","1018500","Лечебно-оздоровительный","Омская область","Serebryany bor","Яндекс","73.554303","55.140066","0","2","0","0","0.4","0.4","Региональные","Местные","Омская область","Омск","20565","1","0","1","1"
"1018546","1018546","Лечебно-оздоровительный","Омская область","Kommunalnik, sanatory-profilaktory","Яндекс","73.132986","55.332895","0","2","0","0","0.4","0.4","Региональные","Региональные","Омская область","Омск","41080","1","0","1","1"
"1021860","1021860","Паломничество","Омская область","Cathedral of the Assumption of the Blessed Virgin Mary","Яндекс","73.366838","54.990158","0","2","0","0","0.4","0.4","Региональные","Региональные","Омская область","Омск","126","1","0","1","1"
"1025195","286466","Событийный","Омская область","Hockey Academy Avangard","Яндекс","73.305535","55.018891","0","2","0","0","0.4","0.4","Региональные","Региональные","Омская область","Омск","5187","1","0","1","1"
"1025232","10632","Событийный","Омская область","BU Omsk Cycling Academy","Яндекс","73.360456","55.005182","0","2","0","0","0.4","0.4","Региональные","Региональные","Омская область","Омск","1832","1","0","1","1"
"1025241","411912","Событийный","Омская область","Физкультурно-оздоровительный комплекс","Яндекс","73.250532","54.997149","0","2","0","0","0.4","0.4","Региональные","Региональные","Омская область","Омск","7582","1","0","1","1"
"117796","142173","Культурный","Омская область","Мечеть","Дополнительная","74.371943","56.904883","1","0","0","0","0.2","0.2","Региональные","Региональные","Омская область","Омск","222300","0","0","1","1"
"155759","189087","Культурный","Омская область","сквер на площади Бухгольца","Дополнительная","73.372945","54.980923","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","985","1","0","1","1"
"169012","205385","Культурный","Омская область","Церковь Христиан Адвентистов Седьмого Дня","Дополнительная","74.366667","56.9","1","0","0","0","0.2","0.2","Региональные","Региональные","Омская область","Омск","221687","0","0","1","1"
"172745","210003","Культурный","Омская область","Сцена","Дополнительная","73.336391","55.003528","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","2577","1","0","1","1"
"175028","212749","Культурный","Омская область","Чадоград","Дополнительная","73.287325","54.97217","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","5520","1","0","1","1"
"184664","224612","Культурный","Омская область","Фрагмент реконструкции крепостной стены","Дополнительная","74.387949","56.895822","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","221620","0","0","1","1"
"186710","227114","Культурный","Омская область","Смотровая площадка","Дополнительная","73.361626","54.984779","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","660","1","0","1","1"
"265605","324266","Культурный","Омская область","Starbricks","Дополнительная","73.28675","54.972441","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","5545","1","0","1","1"
"297441","2759","Пляжный","Омская область","Советский пляж","Основная","73.28056","55.022215","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","6697","1","0","1","1"
"297445","2763","Пляжный","Омская область","Кировский пляж","Основная","73.354037","54.94079","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","5481","1","0","1","1"
"297449","2767","Пляжный","Омская область","Центральный пляж","Основная","73.359326","54.986958","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","628","1","0","1","1"
"297450","2768","Пляжный","Омская область","Ostrov-piratov.com","Основная","73.352779","54.941053","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","5466","1","0","1","1"
"313876","19194","Пляжный","Омская область","Центральный пляж","Основная","73.35856046","54.987086","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","667","1","0","1","1"
"322321","5","Горнолыжный","Омская область","Экстрим Парк СибГУФК","Основная","73.487624","55.012872","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","8078","1","0","1","1"
"327448","104307","Лечебно-оздоровительный","Омская область","Учреждение АО Газпромнефть - Онпз Соцкультбыт","Дополнительная","73.122837","55.33395","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","41429","1","0","1","1"
"1005317","1005317","Культурный","Омская область","Park kultury i otdykha","Яндекс","73.277987","55.02628","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","7088","1","0","1","1"
"1005324","1005324","Культурный","Омская область","Химик","Яндекс","73.294613","55.042261","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","7541","1","0","1","1"
"1005389","1005389","Культурный","Омская область","Мемориальная стела 75-й Гвардейской отдельной добровольческой бригаде","Яндекс","73.471315","54.972567","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","6860","1","0","1","1"
"1005406","1005406","Культурный","Омская область","Парк Юннатов","Яндекс","73.392904","54.966949","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","2952","1","0","1","1"
"1005521","1005521","Культурный","Омская область","Дворец культуры Железнодорожник","Яндекс","73.464304","54.923881","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","9539","1","1","1","1"
"1005574","1005574","Культурный","Омская область","Park kultury i otdykha","Яндекс","73.33627","55.004633","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","2660","1","0","1","1"
"1005665","1005665","Культурный","Омская область","Парк на Кольцевой","Яндекс","73.339901","55.016378","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","3513","1","0","1","1"
"1005666","1005666","Культурный","Омская область","Villa Zoo","Яндекс","73.296092","54.983237","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","4667","1","0","1","1"
"1005975","1005975","Культурный","Омская область","Detskiy Zoo","Яндекс","73.391433","54.967336","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","2866","1","0","1","1"
"1006152","1006152","Культурный","Омская область","San InBev","Яндекс","73.200271","54.99552","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","10771","1","0","1","1"
"1006250","1006250","Культурный","Омская область","Танк т-62","Яндекс","73.300345","55.038424","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","6979","1","0","1","1"
"1006355","1006355","Культурный","Омская область","Actors ' club after name N. Chonishvili","Яндекс","73.378946","54.973707","0","1","0","0","0.2","0.2","Региональные","Региональные","Омская область","Омск","1871","1","0","1","1"
"1006390","1006390","Культурный","Омская область","Паровоз","Яндекс","73.451836","54.921639","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","9247","1","1","1","1"
"1006433","1006433","Культурный","Омская область","Dramatichesky Litseysky teatr","Яндекс","73.359945","54.995658","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","880","1","0","1","1"
"1006696","1006696","Культурный","Омская область","Shinnik","Яндекс","73.435351","54.958885","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","5475","1","1","1","1"
"1007372","1007372","Культурный","Омская область","Природный парк Птичья гавань","Яндекс","73.351187","54.972937","0","1","0","0","0.2","0.2","Региональные","Региональные","Омская область","Омск","2127","1","0","1","1"
"1007398","1007398","Культурный","Омская область","Achairsky Cross Monastery","Яндекс","73.817262","54.665662","0","1","0","0","0.2","0.2","Макрорегиональные","Региональные","Омская область","Омск","46165","1","0","1","1"
"1007563","1007563","Культурный","Омская область","Дворец молодёжи","Яндекс","73.279821","54.987557","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","5662","1","0","1","1"
"1007752","1007752","Культурный","Омская область","Palace of culture of the Kirov district","Яндекс","73.32975","54.931394","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","6905","1","1","1","1"
"1008444","1008444","Культурный","Омская область","Областной дендрологический сад им. Г. И. Гензе","Яндекс","73.33953","55.010907","0","1","0","0","0.2","0.2","Региональные","Региональные","Омская область","Омск","3022","1","0","1","1"
"1008963","1008963","Культурный","Омская область","Старый аэропорт","Яндекс","73.337443","54.951895","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","4611","1","0","1","1"
"1009334","1009334","Культурный","Омская область","В. П. Горячев","Яндекс","73.276947","55.045282","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","8536","1","0","1","1"
"1009489","1009489","Культурный","Омская область","Ф. М. Достоевский","Яндекс","73.367803","54.985135","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","469","1","0","1","1"
"1009746","1009746","Культурный","Омская область","Влюблённые","Яндекс","73.25159","55.034138","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","8974","1","0","1","1"
"1009799","1009799","Культурный","Омская область","Аллея ветеранов","Яндекс","73.297321","54.991945","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","4547","1","0","1","1"
"1010383","1010383","Культурный","Омская область","Собор Рождества Христова","Яндекс","73.290511","54.99414","0","1","0","0","0.2","0.2","Региональные","Регинальные","Омская область","Омск","5002","1","0","1","1"
"1010689","1010689","Культурный","Омская область","Памятник Петру Ивановичу Багратиону","Яндекс","73.426776","55.027031","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","5625","1","0","1","1"
"1011338","1011338","Культурный","Омская область","Парк имени 300-летия города Омска","Яндекс","73.285513","54.984124","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","5326","1","0","1","1"
"1012269","1012269","Культурный","Омская область","Museum iskusstvo Omska","Яндекс","73.364445","54.98587","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","456","1","0","1","1"
"1012298","1012298","Культурный","Омская область","А. Ф. Романенко","Яндекс","73.469189","54.981534","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","6522","1","0","1","1"
"1012359","1012359","Культурный","Омская область","Танк Т-62","Яндекс","73.309261","54.988233","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","3776","1","0","1","1"
"1012485","1012485","Культурный","Омская область","Смотровая площадка","Яндекс","73.375288","54.97431","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","1734","1","0","1","1"
"1012656","1012656","Культурный","Омская область","Салют Сибири","Яндекс","73.430635","54.966732","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","4723","1","0","1","1"
"1012678","1012678","Культурный","Омская область","Spasskaya church","Яндекс","73.298589","55.047931","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","7898","1","1","1","1"
"1012696","1012696","Культурный","Омская область","Петропавловский винокуренный завод","Яндекс","75.299586","56.409261","0","1","0","0","0.2","0.2","Региональные","Региональные","Омская область","Омск","199330","0","0","1","1"
"1012926","1012926","Культурный","Омская область","Памятник воинам, погибшим в годы ВОВ 1941-1945 гг","Яндекс","73.423026","54.949357","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","5669","1","1","1","1"
"1013242","1013242","Культурный","Омская область","Svyato-Nikolskiy the Men's Monastery","Яндекс","73.253132","55.211022","0","1","0","0","0.2","0.2","Региональные","Региональные","Омская область","Омск","25749","1","0","1","1"
"1013412","1013412","Культурный","Омская область","Стела город Омск","Яндекс","73.18557","55.008088","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","11873","1","0","1","1"
"1013597","1013597","Культурный","Омская область","Церковь Архангела Михаила","Яндекс","73.460526","55.033676","0","1","0","0","0.2","0.2","Региональные","Региональные","Омская область","Омск","7697","1","1","1","1"
"1014149","1014149","Культурный","Омская область","Катамаран","Яндекс","73.425311","54.969006","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","4300","1","0","1","1"
"1014194","1014194","Культурный","Омская область","Районный дом культуры","Яндекс","74.586558","55.048344","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","78206","1","1","1","1"
"1014470","1014470","Культурный","Омская область","Памятник солдатам отечества","Яндекс","73.1736","54.950009","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","13210","1","0","1","1"
"1014472","1014472","Культурный","Омская область","Омский кадетский военный корпус","Яндекс","73.346885","54.961043","0","1","0","0","0.2","0.2","Региональные","Региональные","Омская область","Омск","3434","1","0","1","1"
"1014597","1014597","Культурный","Омская область","Efes","Яндекс","73.2002","54.995741","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","10777","1","0","1","1"
"1014818","1014818","Культурный","Омская область","Мемориальный комплекс Черёмушки","Яндекс","73.407885","54.849624","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","15760","1","0","1","1"
"1014966","1014966","Культурный","Омская область","Кинотеатр","Яндекс","73.41266","54.949202","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","5298","1","1","1","1"
"1015097","1015097","Культурный","Омская область","Svyatoy muchenitsy Tatiany Church","Яндекс","73.261383","55.026477","0","1","0","0","0.2","0.2","Региональные","Региональные","Омская область","Омск","7988","1","0","1","1"
"1015400","1015400","Культурный","Омская область","Домашняя пивоварня","Яндекс","73.305713","54.989782","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","4001","1","0","1","1"
"1016319","1016319","Экотуризм","Омская область","Park kultury i otdykha","Яндекс","73.277987","55.02628","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","7088","1","0","1","1"
"1016369","1016369","Экотуризм","Омская область","Park kultury i otdykha","Яндекс","73.33627","55.004633","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","2660","1","0","1","1"
"1016392","1016392","Экотуризм","Омская область","Парк на Кольцевой","Яндекс","73.339901","55.016378","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","3513","1","0","1","1"
"1016719","1016719","Экотуризм","Омская область","Природный парк Птичья гавань","Яндекс","73.351187","54.972937","0","1","0","0","0.2","0.2","Региональные","Региональные","Омская область","Омск","2127","1","0","1","1"
"1016895","1016895","Экотуризм","Омская область","Областной дендрологический сад им. Г. И. Гензе","Яндекс","73.33953","55.010907","0","1","0","0","0.2","0.2","Региональные","Региональные","Омская область","Омск","3022","1","0","1","1"
"1017151","1017151","Экотуризм","Омская область","Аллея ветеранов","Яндекс","73.297321","54.991945","0","1","0","0","0.2","0.2","Региональные","Местные","Омская область","Омск","4547","1","0","1","1"
