"g_id","uid","вид.туризма","регион","название.объекта","источник.данных","POINT_X","POINT_Y","классификация.по.упоминаемости.в.соц.сетях","классификация.по.кол.ву.комментариев.в.соц.сетях","классификация.по.кол.ву.фотографий.рядом.с.точками.притяжения","классификация.по.исходным.данным","общая.классификация","индекс","финальный.уровень.обьекта","финальная.значимость","регион.входа","точка.входа","расстояние.до.ближайшей.точки.входа","попадание.в.зону.2х.часовой.доступности.авто","попадание.в.зону.2х.часовой.доступности.жд","обеспеченность.ТП.мобильной.связью","обеспеченность.ТП.мобильным.интернетом"
"6545","5608","Культурный","Омская область","Здание кадетского корпуса, в котором в 1890-1898 гг. учились Герой Советского Союза генерал-лейтенант Карбышев Дмитрий Михайлович и в 1898-1905 гг. Куйбышев Валериан Владимирович","Основная","73.377644","54.977532","0","10","0","10","6","60","Федеральные","Федеральные","Омская область","Омск","1447","1","0","1","1"
"2867","1930","Культурный","Омская область","Кирха","Основная","73.369434","54.984326","0","1","0","10","4.2","8.4","Макрорегиональные","Федеральные","Омская область","Омск","564","1","0","1","1"
"6032","5095","Культурный","Омская область","Казачий Никольский собор","Основная","73.379657","54.97764","0","1","0","10","4.2","8.4","Макрорегиональные","Федеральные","Омская область","Омск","1495","1","0","1","1"
"8000","7063","Культурный","Омская область","Общественное здание","Основная","73.371778","54.984997","0","1","0","10","4.2","8.4","Макрорегиональные","Федеральные","Омская область","Омск","535","1","0","1","1"
"1908","971","Культурный","Омская область","Тобольские ворота Омской крепости","Основная","73.358681","54.98774","0","0","0","10","4","8","Макрорегиональные","Федеральные","Омская область","Омск","636","1","0","1","1"
"4932","3995","Культурный","Омская область","Здание Управления Омской железной дороги, в котором в январе - марте 1922 г. по заданию Совета труда и обороны работал Дзержинский Феликс Эдмундович","Основная","73.384346","54.969393","0","0","0","10","4","8","Макрорегиональные","Федеральные","Омская область","Омск","2449","1","0","1","1"
"6113","5176","Культурный","Омская область","Бюст Д.М.Карбышева","Основная","73.38518051","54.98364915","0","0","0","10","4","8","Макрорегиональные","Федеральные","Омская область","Омск","1258","1","0","1","1"
"6895","5958","Культурный","Омская область","Здание Военного собрания","Основная","73.369542","54.985101","0","0","0","10","4","8","Макрорегиональные","Федеральные","Омская область","Омск","480","1","0","1","1"
"7751","6814","Культурный","Омская область","Здание гауптвахты","Основная","73.368383","54.985292","0","0","0","10","4","8","Макрорегиональные","Федеральные","Омская область","Омск","451","1","0","1","1"
"14151","13214","Культурный","Омская область","Спасский собор","Основная","74.384126","56.896204","0","0","0","10","4","8","Макрорегиональные","Федеральные","Омская область","Омск","221592","0","0","1","1"
"330882","306","Паломничество","Омская область","Кирха","Основная","73.369434","54.984326","0","0","0","10","4","8","Макрорегиональные","Федеральные","Омская область","Омск","564","1","0","1","1"
"332230","1654","Паломничество","Омская область","Казачий Никольский собор","Основная","73.379657","54.97764","0","0","0","10","4","8","Макрорегиональные","Федеральные","Омская область","Омск","1495","1","0","1","1"
"332555","1979","Паломничество","Омская область","Спасский собор","Основная","74.384126","56.896204","0","0","0","10","4","8","Макрорегиональные","Федеральные","Омская область","Омск","221592","0","0","1","1"
"1024287","66","Паломничество","Омская область","Лютеранская кирха во имя Святой Екатерины","Конфессии","73.36917","54.98389","0","0","0","10","4","8","Макрорегиональные","Федеральные","Омская область","Омск","610","1","0","1","1"
"1024311","91","Паломничество","Омская область","Николая Чудотворца (новая), церковь","Конфессии","73.379332","54.987847","0","0","0","10","4","8","Макрорегиональные","Федеральные","Омская область","Омск","731","1","0","1","1"
"1024347","127","Паломничество","Омская область","Окунево ","Конфессии","71.94069","57.381376","0","0","0","10","4","8","Макрорегиональные","Федеральные","Омская область","Омск","","0","0","1","1"
"1024373","156","Паломничество","Омская область","Шайтан-озеро","Конфессии","74.892375","56.490013","0","0","0","10","4","8","Макрорегиональные","Федеральные","Омская область","Омск","192553","0","0","1","1"
"2720","1783","Культурный","Омская область","Московские торговые ряды","Основная","73.374518","54.984811","0","10","0","1","2.4","4.8","Макрорегиональные","Региональные","Омская область","Омск","646","1","0","1","1"
"4239","3302","Культурный","Омская область","Производственный корпус пивзавода, XIX век","Основная","73.357998","54.994223","0","10","0","1","2.4","4.8","Макрорегиональные","Региональные","Омская область","Омск","850","1","0","1","1"
"5296","4359","Культурный","Омская область","Здание военного суда","Основная","73.367655","54.986971","0","10","0","1","2.4","4.8","Макрорегиональные","Региональные","Омская область","Омск","266","1","0","1","1"
"5883","4946","Культурный","Омская область","Здание флигеля","Основная","73.357998","54.994223","0","10","0","1","2.4","4.8","Макрорегиональные","Региональные","Омская область","Омск","850","1","0","1","1"
"6040","5103","Культурный","Омская область","Лазарет кадетского корпуса","Основная","73.37762254","54.97694576","0","10","0","1","2.4","4.8","Макрорегиональные","Региональные","Омская область","Омск","1506","1","0","1","1"
"6107","5170","Культурный","Омская область","Банк Сибирский","Основная","73.378857","54.976411","0","10","0","1","2.4","4.8","Макрорегиональные","Региональные","Омская область","Омск","1593","1","0","1","1"
"6519","5582","Культурный","Омская область","Жилой дом","Основная","73.367098","54.987523","0","10","0","1","2.4","4.8","Макрорегиональные","Региональные","Омская область","Омск","215","1","0","1","1"
"7259","6322","Культурный","Омская область","Труба дымовая","Основная","73.357998","54.994223","0","10","0","1","2.4","4.8","Макрорегиональные","Региональные","Омская область","Омск","850","1","0","1","1"
"7708","6771","Культурный","Омская область","Дом жилой офицеров Омского военного округа","Основная","73.368697","54.987513","0","10","0","1","2.4","4.8","Макрорегиональные","Региональные","Омская область","Омск","206","1","0","1","1"
"25770","24833","Культурный","Омская область","Памятник М.В.Фрунзе","Основная","73.377644","54.977532","0","10","0","1","2.4","4.8","Макрорегиональные","Региональные","Омская область","Омск","1447","1","0","1","1"
"29057","28120","Культурный","Омская область","Дом купчихи А.Г.Волковой","Основная","73.369065","54.987947","0","10","0","1","2.4","4.8","Макрорегиональные","Региональные","Омская область","Омск","165","1","0","1","1"
"29573","28636","Культурный","Омская область","Здание Главного управления Западной Сибири, в котором в 1826 - 1842 гг. работали ссыльные декабристы","Основная","73.362598","54.991459","0","10","0","1","2.4","4.8","Макрорегиональные","Региональные","Омская область","Омск","430","1","0","1","1"
"37531","36594","Культурный","Омская область","Здание драмтеатра 1905 г.","Основная","73.371482","54.987983","0","10","0","1","2.4","4.8","Макрорегиональные","Региональные","Омская область","Омск","258","1","0","1","1"
"79556","78619","Культурный","Омская область","Мемориал воинам-сибирякам, героическим защитникам Родины в годы Великой Отечественной войны, созданный к 30-летию Победы","Основная","73.358879","54.961398","0","10","0","1","2.4","4.8","Макрорегиональные","Региональные","Омская область","Омск","3168","1","0","1","1"
"80266","79329","Культурный","Омская область","Стела в память рабочих и ученых Сибирского научно-исследовательского института сельского хозяйства, павшим в годы Великой Отечественной войны 1941-1945 гг.","Основная","73.367871","54.988371","0","10","0","1","2.4","4.8","Макрорегиональные","Региональные","Омская область","Омск","110","1","0","1","1"
"1101580","78619","Экотуризм","Омская область","Мемориал воинам-сибирякам, героическим защитникам Родины в годы Великой Отечественной войны, созданный к 30-летию Победы","Основная","73.358879","54.961398","0","10","0","1","2.4","4.8","Макрорегиональные","Региональные","Омская область","Омск","3168","1","0","1","1"
"216630","263904","Культурный","Омская область","Памятный знак Омская крепость","Дополнительная","73.370297","54.981213","0","10","0","0","2","4","Макрорегиональные","Местные","Омская область","Омск","915","1","0","1","1"
"1001051","1001051","Культурный","Омская область","Atrium Kino","Яндекс","73.388857","54.984139","0","10","0","0","2","4","Макрорегиональные","Местные","Омская область","Омск","1443","1","0","1","1"
"1001227","1001227","Культурный","Омская область","Galaktika","Яндекс","73.387937","54.948807","0","10","0","0","2","4","Макрорегиональные","Местные","Омская область","Омск","4686","1","1","1","1"
"1001347","1001347","Культурный","Омская область","Mayak","Яндекс","73.285926","54.997097","0","10","0","0","2","4","Макрорегиональные","Местные","Омская область","Омск","5337","1","0","1","1"
"1001423","1001423","Культурный","Омская область","PKIO im. 30-letia VLKSM","Яндекс","73.413335","54.972423","0","10","0","0","2","4","Макрорегиональные","Местные","Омская область","Омск","3449","1","0","1","1"
"1001467","1001467","Культурный","Омская область","Pervomaisky","Яндекс","73.315133","55.04433","0","10","0","0","2","4","Макрорегиональные","Местные","Омская область","Омск","7000","1","0","1","1"
"1001760","1001760","Культурный","Омская область","Kontinent","Яндекс","73.322875","54.977395","0","10","0","0","2","4","Макрорегиональные","Местные","Омская область","Омск","3193","1","0","1","1"
"1001888","1001888","Культурный","Омская область","Rubin","Яндекс","73.412042","54.949427","0","10","0","0","2","4","Макрорегиональные","Местные","Омская область","Омск","5256","1","1","1","1"
"1001988","1001988","Культурный","Омская область","Kristall","Яндекс","73.284552","55.028655","0","10","0","0","2","4","Макрорегиональные","Местные","Омская область","Омск","6914","1","0","1","1"
"1002171","1002171","Культурный","Омская область","Omsk State Musical Theater","Яндекс","73.38293","54.982461","0","10","0","0","2","4","Макрорегиональные","Региональные","Омская область","Омск","1214","1","0","1","1"
"1002479","1002479","Культурный","Омская область","Bolsherechenskiy gosudarstvenniy im. V. D. Solomatina Zoo","Яндекс","74.642304","56.08965","0","10","0","0","2","4","Макрорегиональные","Региональные","Омская область","Омск","146543","0","0","1","1"
"1002543","1002543","Культурный","Омская область","Omsk State Drama Theater Pyatyy Teatr","Яндекс","73.329373","55.012766","0","10","0","0","2","4","Макрорегиональные","Региональные","Омская область","Омск","3602","1","0","1","1"
"1002577","1002577","Культурный","Омская область","Galerka","Яндекс","73.414292","54.952465","0","10","0","0","2","4","Макрорегиональные","Регональные","Омская область","Омск","5056","1","1","1","1"
"1024822","156677","Событийный","Омская область","Philharmonic Concert Hall","Яндекс","73.379007","54.977102","0","10","0","0","2","4","Макрорегиональные","Региональные","Омская область","Омск","1528","1","0","1","1"
"1024830","175362","Событийный","Омская область","Omsk State Academic Drama Theater","Яндекс","73.371232","54.987923","0","10","0","0","2","4","Макрорегиональные","Региональные","Омская область","Омск","250","1","0","1","1"
"1024854","317527","Событийный","Омская область","Rubin","Яндекс","73.412042","54.949427","0","10","0","0","2","4","Макрорегиональные","Местные","Омская область","Омск","5256","1","1","1","1"
"1024967","542221","Событийный","Омская область","Red Star","Яндекс","73.424286","54.97448","0","10","0","0","2","4","Макрорегиональные","Местные","Омская область","Омск","3953","1","1","1","1"
"676","676","Экотуризм","Омская область","Птичья гавань","Основная","73.343327","54.972949","0","2","0","2","1.2","1.2","Макрорегиональные","Региональные","Омская область","Омск","2423","1","0","1","1"
"44","44","Экотуризм","Омская область","Баировский","Основная","72.98804589","56.09311161","0","0","0","2","0.8","0.8","Макрорегиональные","Региональные","Омская область","Омск","125208","0","0","1","0"
"677","677","Экотуризм","Омская область","Птичья гавань","Основная","73.351423","54.971617","0","0","0","2","0.8","0.8","Макрорегиональные","Региональные","Омская область","Омск","2247","1","0","1","1"
"767","767","Экотуризм","Омская область","Степной","Основная","75.5169215","54.54226961","0","0","0","2","0.8","0.8","Макрорегиональные","Региональные","Омская область","Омск","146979","0","0","1","1"
"24050","23113","Культурный","Омская область","Особняк Пяткова, памятних архитектуры","Основная","74.373822","56.901848","1","1","0","1","0.8","0.8","Региональные","Региональные","Омская область","Омск","222010","0","0","1","1"
"26209","25272","Культурный","Омская область","Дом Шаинского","Основная","74.371801","56.901258","1","1","0","1","0.8","0.8","Региональные","Региональные","Омская область","Омск","221911","0","0","1","1"
"51443","50506","Культурный","Омская область","Памятник землякам, погибшим в годы Великой Отечественной войны","Основная","74.371981","56.901838","1","1","0","1","0.8","0.8","Региональные","Региональные","Омская область","Омск","221976","0","0","1","1"
"51991","51054","Культурный","Омская область","Памятник В.И.Ленину","Основная","74.371981","56.901838","1","1","0","1","0.8","0.8","Региональные","Региональные","Омская область","Омск","221976","0","0","1","1"
"52086","51149","Культурный","Омская область","Могила воина-красноармейца, погибшего в ноябре 1919 года при  освобождении г. Тары","Основная","74.371981","56.901838","1","1","0","1","0.8","0.8","Региональные","Региональные","Омская область","Омск","221976","0","0","1","1"
"322895","238","Лечебно-оздоровительный","Омская область","Санаторий «Колос»","Основная","73.142322","55.338827","0","2","0","1","0.8","0.8","Региональные","Региональные","Омская область","Омск","41485","1","0","1","1"
"3335","2398","Культурный","Омская область","Здание фирмы ""Вогау и К'""","Основная","73.372793","54.984656","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","598","1","0","1","1"
"3681","2744","Культурный","Омская область","Крестовоздвиженская церковь, вторая половина XIX века","Основная","73.368706","54.997187","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","874","1","0","1","1"
"4909","3972","Культурный","Омская область","Пожарная каланча","Основная","73.370898","54.991527","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","298","1","0","1","1"
"5810","4873","Культурный","Омская область","Здание бывшего географического общества","Основная","73.372425","54.9857","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","487","1","0","1","1"
"5885","4948","Культурный","Омская область","Здание страхового товарищества ""Саламандра""","Основная","73.372811","54.985028","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","563","1","0","1","1"
"5942","5005","Культурный","Омская область","Гостиница «Сибирь»","Основная","73.377258","54.979748","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","1215","1","0","1","1"
"6249","5312","Культурный","Омская область","Дом купчихи Пятковой","Основная","74.374478","56.901277","1","0","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","221960","0","0","1","1"
"6251","5314","Культурный","Омская область","Дом жилой А.Н.Успенского","Основная","73.369146","54.997796","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","943","1","0","1","1"
"6665","5728","Культурный","Омская область","Производственный корпус обувной фабрики. Модерн. промышл. архитектуры","Основная","73.367574","54.991439","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","237","1","0","1","1"
"6935","5998","Культурный","Омская область","Штаб Омского военного округа","Основная","73.366182","54.984445","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","560","1","0","1","1"
"7136","6199","Культурный","Омская область","Пороховой погреб","Основная","73.367412","54.983665","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","634","1","0","1","1"
"7246","6309","Культурный","Омская область","Финансовый техникум","Основная","73.37164791","54.98492865","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","538","1","0","1","1"
"7391","6454","Культурный","Омская область","Дом И.Мельникова","Основная","73.377599","54.974633","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","1744","1","0","1","1"
"7431","6494","Культурный","Омская область","Здание - Дом пионеров","Основная","73.378156","54.974897","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","1730","1","0","1","1"
"7522","6585","Культурный","Омская область","Дом доходный Д.Рычкова, в котором размещалась частная женская гимназия Н.Ф.Шанской","Основная","73.368877","54.997843","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","947","1","0","1","1"
"7794","6857","Культурный","Омская область","Водонапорная башня","Основная","73.393167","54.945909","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","5092","1","1","1","1"
"7863","6926","Культурный","Омская область","Дом жилой офицеров Омского военного округа","Основная","73.366748","54.985901","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","394","1","0","1","1"
"11582","10645","Культурный","Омская область","Дворец культуры Нефтяников, архитектурный памятник 60-х годов","Основная","73.277806","55.030096","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","7351","1","0","1","1"
"13798","12861","Культурный","Омская область","Здание товарищества Российско-Американской резиновой мануфактуры ""Треугольник""","Основная","73.373359","54.984512","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","631","1","0","1","1"
"13803","12866","Культурный","Омская область","Братская могила, в которой похоронены участники вооруженного восстания 22 декабря 1918 года. На могиле установлен памятник","Основная","73.37752731","54.98104216","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","1100","1","0","1","1"
"13908","12971","Культурный","Омская область","Здание бывшего механико-технологического училища","Основная","73.382477","54.968029","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","2542","1","0","1","1"
"13941","13004","Культурный","Омская область","Купеческий особняк","Основная","73.378084","54.975093","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","1708","1","0","1","1"
"14543","13606","Культурный","Омская область","Деревянный дом в пос. Большеречье","Основная","74.640352","56.094208","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","146898","0","0","1","1"
"14606","13669","Культурный","Омская область","Деревянный дом в пос. Большеречье","Основная","74.640855","56.095042","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","146992","0","0","1","1"
"16431","15494","Культурный","Омская область","Здание","Основная","73.384067","54.939165","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","5677","1","1","1","1"
"18189","17252","Культурный","Омская область","Казарма","Основная","73.36467526","54.98494908","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","539","1","0","1","1"
"18324","17387","Культурный","Омская область","Дом, где в 1918 году размещалась секция Омской  организации венгров-интернационалистов","Основная","73.37982946","54.97511639","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","1750","1","0","1","1"
"18842","17905","Культурный","Омская область","Комплекс зданий акционерного общества сельскохозяйственных машин ""Р. и Т.Эльворти"" 1911-1914 гг.","Основная","73.368895","54.990328","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","118","1","0","1","1"
"18980","18043","Культурный","Омская область","Дом Носкова, памятник архитектуры XIX век","Основная","74.37597663","56.901238","1","0","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","221983","0","0","1","1"
"19144","18207","Культурный","Омская область","Инженерная мастерская, 1843 г. ","Основная","73.36469136","54.98493058","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","540","1","0","1","1"
"20396","19459","Культурный","Омская область","Казарма Омского военного округа","Основная","73.36464844","54.984946","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","540","1","0","1","1"
"22610","21673","Культурный","Омская область","Товарищество Тверской мануфактуры","Основная","73.373359","54.984512","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","631","1","0","1","1"
"22679","21742","Культурный","Омская область","Дом, где в годы Великой Отечественной войны размещалась школа юнг, эвакуированная из Ленинграда","Основная","74.36770452","56.90334867","1","0","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","222062","0","0","1","1"
"22689","21752","Культурный","Омская область","Каменное здание","Основная","74.377712","56.900771","1","0","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","221964","0","0","1","1"
"22802","21865","Культурный","Омская область","Дом купца Немчинова","Основная","74.378098","56.904197","1","0","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","222336","0","0","1","1"
"23249","22312","Культурный","Омская область","Цейхгауз артиллерийский с церковью Преображения","Основная","73.36197876","54.98577839","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","563","1","0","1","1"
"23280","22343","Культурный","Омская область","Дом Щербакова","Основная","74.379562","56.900378","1","0","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","221955","0","0","1","1"
"23649","22712","Культурный","Омская область","Каменное здание","Основная","74.386354","56.896362","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","221648","0","0","1","1"
"23897","22960","Культурный","Омская область","Деревянный дом в пос. Большеречье","Основная","74.640855","56.095042","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","146992","0","0","1","1"
"23920","22983","Культурный","Омская область","Новониколаевская церковь","Основная","73.374015","54.933884","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","6185","1","1","1","1"
"24011","23074","Культурный","Омская область","Каменное здание","Основная","74.377083","56.900933","1","0","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","221970","0","0","1","1"
"24235","23298","Культурный","Омская область","Флигель","Основная","73.382477","54.968029","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","2542","1","0","1","1"
"24649","23712","Культурный","Омская область","Здание бывшего управления сибирских казаков, в котором работали путешественники Г.Н.Потапов и казахский просветитель Чокан Валиханов","Основная","73.38007","54.976375","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","1631","1","0","1","1"
"24810","23873","Культурный","Омская область","Памятник архитектуры стиля модерн","Основная","73.378803","54.97483","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","1752","1","0","1","1"
"28404","27467","Культурный","Омская область","Здание конторы акционерного общества сельскохозяйственных машин ""Р. и Т.Эльворти"".","Основная","73.368895","54.990328","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","118","1","0","1","1"
"38400","37463","Культурный","Омская область","Здание бывшей гостиницы ""Европа"", где в 1917 году размещался городской комитет РСДРП (б)","Основная","73.377258","54.979748","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","1215","1","0","1","1"
"51439","50502","Культурный","Омская область","Дом жилой","Основная","73.36885","54.996588","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","808","1","0","1","1"
"51701","50764","Культурный","Омская область","Дом жилой","Основная","73.369128","54.996655","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","816","1","0","1","1"
"51970","51033","Культурный","Омская область","Ансамбль центральной электрической станции: Водозаборник","Основная","73.369766","54.983262","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","684","1","0","1","1"
"52307","51370","Культурный","Омская область","Ансамбль центральной электрической станции: Станция водонасосная","Основная","73.369766","54.983262","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","684","1","0","1","1"
"79613","78676","Культурный","Омская область","Могила Ломова Андрея Михайловича (1918) - первого председателя Исилькульского Совета","Основная","71.266945","54.911844","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","134905","0","0","1","1"
"79963","79026","Культурный","Омская область","Братская могила 10 красногвардейцев, растрелянных белогвардейцами в 1918 г.","Основная","71.266945","54.911844","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","134905","0","0","1","1"
"331087","511","Паломничество","Омская область","Крестовоздвиженская церковь, вторая половина XIX века","Основная","73.368706","54.997187","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","874","1","0","1","1"
"334488","3912","Паломничество","Омская область","Новониколаевская церковь","Основная","73.374015","54.933884","0","1","0","1","0.6","0.6","Региональные","Региональные","Омская область","Омск","6185","1","1","1","1"
"73","73","Экотуризм","Омская область","Берег Драверта","Основная","73.461807","55.484743","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","55472","1","0","1","1"
"75","75","Экотуризм","Омская область","Берег Черского","Основная","73.40579301","54.83726019","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","17101","1","0","1","1"
"371","371","Экотуризм","Омская область","Крутинские озёра","Основная","71.707368","56.114861","0","0","0","1","0.4","0.4","Региональные","Региональные","Тюменская область","Ишим","138584","0","0","1","1"
"569","569","Экотуризм","Омская область","Озеро Ульжанай","Основная","75.106837","54.253173","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","139020","0","0","1","1"
"576","576","Экотуризм","Омская область","Озеро Эбейты","Основная","71.73736206","54.64338782","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","111687","0","0","1","1"
"627","627","Экотуризм","Омская область","Пеликаньи острова","Основная","71.999028","56.175991","0","0","0","1","0.4","0.4","Региональные","Региональные","Тюменская область","Ишим","156770","0","0","1","1"
"1719","782","Культурный","Омская область","Комендантский дом, построенный в 1799 г.","Основная","73.36849","54.984377","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","553","1","0","1","1"
"2248","1311","Культурный","Омская область","Здание мужской гимназии, в которой в 1893-1901 гг. учились академики Иван Михайлович Майский и Усов Михаил Антонович","Основная","73.368868","54.988846","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","69","1","0","1","1"
"2595","1658","Культурный","Омская область","Дом жилой И.Е. Имянинникова","Основная","73.380806","54.987239","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","839","1","0","1","1"
"2735","1798","Культурный","Омская область","Жилой  дом","Основная","73.391703","54.981598","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1733","1","0","1","1"
"2792","1855","Культурный","Омская область","Жилой дом","Основная","73.388765","54.978653","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1774","1","0","1","1"
"2856","1919","Культурный","Омская область","Жилой дом","Основная","73.39403","54.990318","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1656","1","0","1","1"
"3299","2362","Культурный","Омская область","Бюст В.В. Куйбышева","Основная","73.99195601","54.88011354","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","41789","1","0","1","1"
"3412","2475","Культурный","Омская область","Казарма 43-го Стрелкового полка","Основная","73.370763","54.982802","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","746","1","0","1","1"
"3553","2616","Культурный","Омская область","Памятник Герою Советского Союза Петру Осьминину, скульптор Бабаева","Основная","74.58545888","55.04964213","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","78147","1","1","1","1"
"3570","2633","Культурный","Омская область","Жилой дом","Основная","73.389269","54.975982","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","2007","1","0","1","1"
"3572","2635","Культурный","Омская область","Дом жилой И.А. Каргенюк","Основная","73.360882","54.993696","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","675","1","0","1","1"
"3578","2641","Культурный","Омская область","Дом жилой Омского военного округа","Основная","73.36902","54.986852","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","282","1","0","1","1"
"3585","2648","Культурный","Омская область","Деревянный дом в пос. Большеречье","Основная","74.641295","56.097241","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","147211","0","0","1","1"
"3687","2750","Культурный","Омская область","Обелиск землякам, погибшим в годы Великой Отечественной войны 1941-1945 гг.","Основная","74.08980811","55.00296142","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","46207","1","1","1","1"
